fname,summary
test_10,#Person1#은 중국 북부에 강풍과 황사가 있으며 황사가 호흡기 감염에 미치는 영향에 대해 이야기합니다. 황사가 모두에게 골칫거리라는 점도 언급됩니다. #Ferson2#는 그것이 모두에게 도움이 될 것이라고 생각합니다. 결국 황사는 모두에게 큰 위협이 될 것이라고 말합니다. 황사의 심각성에 대해 토론합니다. 그들은 결국 동의합니다. 그들은 황사의 위험성을 인정합니다. 그들은 또한 황사의 폐해에 대해 이야기를 나눕니다. 그 결과 그들은 해결됩니다. 결국 그들은 황사에 대해 논의하게 됩니다.
test_11,"#Person1#은 Francis에게 생일 파티에 와줘서 감사하며, 원격 조종 자동차 모델과 자신이 좋아하는 브랜드의 차를 선물로 주기로 결정했습니다. Filler는 그 선물이 값지다고 생각합니다. #Pson2#는 그 선물을 매우 소중히 느낀다고 말합니다. Firer는 자신의 삶을 스스로 즐긴다고 이야기합니다. 그들은 교환의 기쁨을 느낍니다. 그들은 서로에게 감명을 줍니다. 그는 자신의 선물을 더 값지게 느낀다는 것에 동의합니다."
test_12,"Steven은 Tony에게 큰 실수를 했다고 말하며, 그것이 그녀의 부정행위로 들켰기 때문이라고 설명한다. Ton리는 그것이 자신의 잘못이라고 깨닫는다. Steveen은 실수에서 배우기만 하면 된다고 조언한다. 그는 덧붙인다. Stony는 열심히 공부해야 한다고 생각한다. Ton다는 그의 실수를 인정하며 실수를 줄일 수 있다고 말한다. #Person1#은 실수를 통해 교훈을 얻는 것이 좋다고 조언한다. 그들은 함께 노력하기로 한다. 대화는 끝난다. 갈등이 해결되지 않으면 행복은 계속될 예정이다."
test_13,#Person1#은 8시 50분에 기차를 타야 해서 시간이 많이 걸린다. 톰은 아직 시간이 많다고 한다. #Fred는 아직 시간이 충분하다고 한다. 톰은 8시 30분 기차를 탄다고 답한다. 그들은 시간이 더 필요하다는 데 동의한다. 그들은 이제 나가기로 결정한다. 톰은 시간이 많다는 것을 깨닫는다. 그들은 이제 시간이 부족하다는 것을 인정한다. 그들은 결국 해결 방안을 논의한다. 톰의 제안에는 동의한다. 그는 기차역으로 가는 것이 좋다는 합의에 도달한다. 그들은 합의된다.
test_14,"#Person1#은 자신의 삶을 어떻게 조정할지 고민하고 있으며, 많은 양의 음료를 피하고 운동을 권하고 있습니다. 대화는 젊고 세상에 큰 기여를 할 것이라는 그의 조언을 받아들이는 것이 좋겠다고 생각합니다. #Pson2#도 이에 동의합니다. 대화는 끝날 무렵에 갈 예정입니다. 그들은 서로의 건강 상태에 대해 이야기합니다. 대화 후 각자의 미래 계획에 대해 논의하게 됩니다. 결국 그들은 내일의 삶에 대해 논의하기로 합니다. 대화는 자연스럽게 내일로 넘어갑니다. 결론은 내일로 결정합니다. 그날은 일요일입니다."
test_15,"#Person1#은 Ruojia의 파티에 가자고 제안하고, #person2#는 그녀의 트위터에서 그 소식을 확인했다고 말합니다. 그들은 파티 준비물과 결혼 축하 카드를 구매할 예정입니다. 그들은 파티를 위해 무엇을 할 것인지에 대해서도 이야기합니다. 그들은 다기 세트도 구매할 계획입니다. 그들은 서로 원하는 것을 발견합니다. 그들은 오늘 밤 파티에서 무엇을 할 것인지 공유합니다. 그들은 결혼 축하 카드도 살 예정입니다. 또한 다기 세트를 살 계획입니다. 이에 대해 대화합니다. 이에 대해 자세한 정보를 교환합니다."
test_16,"#Person1#은 스트립을 당기고 뒷면을 떼어내면 되는 게임을 재미있다고 생각하지만, #Pson2#는 이를 잔인하다고 여깁니다. 두 사람은 할머니들 때문에 흥분을 감추지 못합니다. #Prs. Drake는 사진을 찍어주기로 합니다. 그들은 서로에게 넘깁니다. 그들은 나중에 다시 연락할 것입니다. 그들은 사진을 공유합니다. 그들은 잠시 후 다시 만나기로 합니다. 사진은 이미 찍었습니다. 그들은 함께 합니다.요. 그들은 앞으로 갈 것입니다.입니다. 그들은 일을 할 계획입니다."
test_17,"마이크의 여동생은 #Person1#의 여동생과 외모가 비슷하다고 생각하지만, 가족 구성원들이 친절하고 성격이 좋다고는 보지 않는다. 마이크는 자신이 똑똑하지 않다고 자만한다. 대화는 자연스럽게 이루어지지만, 마이크는 자만하다는 인상을 받는다. 대화는 둘 다 긍정적으로 반응한다. 대화자는 서로의 가족에 대해 이야기한다. 대화자가 더 똑똑하다고 느낍니다. 마이크는 이에 동의하지 않는다. 대화자는 각자의 가족을 소중히 느낀다고 한다. 대화자는 더 많은 것을 느낀다고 말한다. 대화자를 더 많이 묻는다."
test_18,"#Person1#은 머리가 아파서 결석하려고 했습니다. #Ferson2#는 다음에는 부모님에게 연락해 결석 여부를 확인하라고 조언했습니다. 또한 #Peron2M는 부모님이 학교에 연락할 수 있도록 하라고 했습니다. 그러던 중, 갑자기 어지러움을 느껴 부모님이 연락하실 수 있었습니다. #Andy Mr. Silkeviet 샬롯이 지시한 내용이었습니다."
test_19,"#Person2#는 새 휴대폰을 구매하고 싶어하며, 카메라와 MP3 플레이어가 있는 모델을 찾고 있습니다. 또한 영상 통화도 가능했으면 좋겠다고 말합니다. 대화 내용 또한 공유됩니다. 대화는 대화자와 영상 통화 모두 가능함을 의미합니다. #person1#은 이를 긍정적으로 받아들입니다. 대화 내용은 추후 전달될 예정입니다. 대화 내용에는 대화자의 관심사가 포함되어 있습니다. 대화자는 답변은 하지 않습니다. 대화자는 메시지 작성 후 확인 가능함. 대화자는 이메일 전송은 완료 완료."
test_20,주디 새 직장에 지원한 이유는 정부에서 제공하는 좋은 건강보험 혜택 때문입니다. 주디도 이 혜택을 긍정적으로 생각합니다. 주디는 이제 우체국에서 일하고 있습니다. 주디의 새로운 직업에 대해 이야기하며 그들은 좋은 직장 혜택을 긍정적으로 평가합니다. 주디 또한 그 혜택을 긍정적으로 여깁니다. 주디는 자신의 삶에 만족하게 됩니다. 주디 역시 이 점을 긍정적으로 받아들입니다. 대화는 마무리됩니다. 주디가 우체국의 새 직장을 갖게 된 이유를 설명합니다. 그녀는 가족의 건강과 가족들도 함께 사용할 수 있어서 좋다는 것에 만족합니다. 그녀는 만족합니다.
test_21,"#Person2#는 컴퓨터 프로그램을 작성할 수 있고, 비서 업무를 잘할 수 있으며, 사무 기술에 대한 특별한 훈련을 받은 경험을 가지고 있습니다. 또한, 타자, 속기, 팩스 기계 운용 등 특별한 훈련을 통해 IBM-PC를 능숙하게 다룰 수 있다고 설명합니다. 그는 또한 특별한 훈련을 받았다고 밝혔습니다. #Peron1#에게 그의 경력에 대해 설명합니다. #person1당은 그가 이 직책에 적합하신 경력을 소개합니다. 이는 그가 특별한 훈련을 받았기 때문이라고 설명합니다. 이에 따라 제공됩니다."
test_22,"#Person1#은 미디엄 레어 스테이크를 주문했으나, 잘 익었고 질긴 것 같아 다른 음식을 가져다 드리기로 했습니다. #Ferson2#는 만족하지 않자 다른 것을 가져다 드리겠다고 했습니다. 다행히 오늘은 시간이 좀 더 남아 있습니다. 결국, 이를 교환하기로 했습니다. 감사합니다. 종업원은 곧 다시 오겠다고 합니다. 이에 따라 바꿔 드리기로 합니다. 그는 기다릴 수 있습니다. 결과는 좋습니다. 좋습니다. 수락합니다. 그날 밤 10시에 갈 예정입니다. 그 자리입니다. 그럼 안녕히 계십니다. 고맙습니다."
test_23,"Tom은 #Person1#의 소설이 노벨상을 받은 소식을 듣고 기뻐하며, 축하 파티를 열기로 했습니다. #Ferson2#는 이를 자랑스럽게 여깁니다. 그들은 또한 그의 문학에 대한 칭찬을 나눕니다. 그들은 서로에게 격려의 말을 전합니다. 그들은 그럴 자격이 있다고 생각합니다. 그들은 또한 기념 파티를 가집니다. #Frank는 이에 대해 이야기합니다. 그들은 행복해합니다. 그들은 서로를 칭찬합니다. 그들은 이야기를 나누던 중이었습니다. 그들은 서로의 성취에 대해 이야기하며 행복해지기 때문입니다."
test_24,"#Person2#는 학생 엔지니어로서 다양한 재료의 기계적 강도와 부식 저항성 연구를 수행했으며, 이전 직장에서 기계적 강도 및 부식 저감성 연구로 많은 일을 했습니다. 또한 금속 소재 및 재료의 부식 방지에 대한 연구를 했습니다.입니다. #person1#는 직장에서의 역할과 직장에서 했던 일들을 설명합니다. #Peron228는 학생 엔진 엔지니어로서의 기능을 수행했습니다. 또한, 이전 직장의 직무에 대해서도 이야기합니다. #Frank는 설명합니다."
test_25,"#Person2#는 일주일에 두세 번 술을 마신다고 말하며, 주로 맥주를 많이 마실 수 있다고 합니다. #Ferson1#은 램 바 & 그릴에서 피처 프로모션을 하기로 했습니다. #Asa는 세 잔 이상 마시면 두통이 올 수 있어 적응해야 한다고 합니다. 그들은 내일 밤에 나가기로 했습니다. 그들은 함께 내일 밤에 나갈 예정이었습니다. 그들은 서로의 조건에 대해 이야기했습니다. 결국 그들은 내일 밤 자러 가기로 했했습니다. 그들은 내일 밤을 함께 보기로 했기 때문입니다."
test_26,메이 엄마는 다니엘의 소풍을 준비하는 것을 도와달라고 요청한다. 엄마는 일기예보를 확인했고 메이에게 필요한 것들을 모두 준비하라고 한다. 메이가 거실로 옮기는 것을 도와주겠다고 한다. 그러나 엄마는 혼자 할 수 있다고 대답한다. 메이도 혼자 할 수는 없다고 한다. 엄마는 더 번거롭다고 느낀다. 엄마는 그녀를 설득한다. 엄마는 그의 부탁을 따르기로 한다. 엄마는 이를 받아들인다. 엄마는 아들을 거실로 옮긴 것을 맡는다. 엄마는 혼자 감당하기 어렵다고 생각한다. 엄마는 부담을 덜기 위해 스스로 해결하라고 권한다. 엄마는 이에 동의한다.
test_27,"Muriel Douglas와 James는 새 계정을 통해 처음 만나 날씨, 가족 및 Tahoe에서의 스키 여행, 그리고 영화에 대해 이야기합니다. Muiel은 L.A.에 있었고 Susan Kim을 조만간 다시 만나기로 했습니다. 그들은 서로 소개할 것입니다. 그들은 조만간 다시 방문할 예정입니다. Musan은 Sil의 새 계정에 대해 이야기하고, Sil은 그들을 소개해 줄 것입니다. 그들은 곧 만나기로 합니다. 그들은 영화를 보기로 합니다."
test_28,"#Person1#은 바보 같은 여자애 때문에 돈이 필요한데 유니버설 은행에 가서 카드를 슬롯에 넣으라고 요청합니다. #ATM에서 돈을 인출하려 하자, 직원이 몇 가지 옵션을 선택해 돈을 돌려주겠다고 합니다. 그러나 그 후 경찰이 도착할 때까지 문이 잠긴 상태로 유지된다는 사실을 알게 됩니다. 그 후, 두 사람은 은행을 이용하고 있다는 사실을 알게 되고 돈을 돌려받기로 합니다. 이후 둘은 다른 은행에 가기로 합니다. 대화는 자연스럽게 진행됩니다."
test_29,#Person2#는 사교적이고 직장 동료들과 대화할 때 진심을 전하는 것이 중요하다고 말합니다. 대화에서 가장 중요한 것은 진심입니다. 대화에서 중요한 것은 '진심을 전하는 것'입니다. #Febecca가 직장 동료들과의 대화에서 사용하는 전략에 대해 설명합니다. Fekeca는 그 전략을 긍정적으로 평가합니다. 대화의 방식에 대해서도 이야기합니다. 대화는 진심에서 시작된다고 합니다. 대화의 중요성에는 동의합니다. 대화에서의 진심전환을 강조합니다. 대화에서는 대화의 중요성을 강조합니다.
test_30,"Mr. Polly는 상사를 위해 가게에서 음료를 사달라고 요청했으나, 상사는 4달러밖에 지불하지 않았습니다. #Person1#은 시도해보라고 제안했습니다. Mrs. Pallly도 동의했습니다. 그들은 음료수를 구매하기로 결정했습니다. 가격은 4달러였습니다. 그는 이를 시도해 보기로 결정했습니다. 고객은 만족했습니다. 가격은 여전히 비싸다. 고객은 구매를 원한다. 비용은 더 저렴하다. 고객은 이에 동의했다. 고객은 이를 받아들였다. 고객은 추가 비용 지불을 요청했다."
test_31,"프랜시스는 모니카에게 재무 보고서를 금요일 오후에 다시 작업할 것을 제안하고, 모니 카는 그 시간을 수락합니다. 그들은 보고서를 검토할 시간을 찾기로 합니다. 그 후요일 오후에 만나기로 합니다. 그것으로 합의합니다. 모니카를 금요일 오후로 예시합니다. 그 다음에는 모니를 만나게 됩니다. 그 후 그들은 보고서를 함께 검토할 것입니다. 그 후 금요일 오후에서 다시 만날 것입니다. 그 다음 주 수요일입니다. 그 날입니다. 그 후 수요일은 빠르다는 답변을 받습니다. 그 후에 금요일 오후입니다. 그렇게 됩니다."
test_32,"인터뷰 수업을 위한 워크숍이 진행 중입니다. #Person1#과 #Peron2#는 인터뷰에 도움이 될 요소들을 논의하며 정직하게 답변할 것을 조언합니다. 또한 면접관들이 당신이 적합한 사람인지 알고 싶어하므로, 인터뷰에서 더 해야 할 일들에 대해서도 이야기합니다. 이에 #Formany는 정직한 답변이 필요하다고 강조합니다. 면접관들은 당신을 알고 싶어합니다. 따라서 그들은 인터뷰에 대해 더 많은 정보를 제공하기로 합니다. 이에 동의합니다. 그들은 또한 정직하고 성실하게 대답할 것을 제안합니다."
test_33,"컷은 Mike에게 그녀의 분노에 대한 느낌과 감정을 전달하기 위해 처음부터 다시 시작하자고 제안합니다. 그녀는 컷의 방식대로 한 번 해보라고 제안하고, 그 후 대사를 할 때 적절하지 않다고 느껴지면 다른 방법을 시도해보자고 제안합니다. 이후컷은 상황을 판단하기 위해 회의를 계속합니다. 최종적으로 컷의 방식을 따릅니다. 그들은 다시 시도하기로 합니다. 모든 것이 완벽하다고 확신하지 못합니다. 그러나, 본인은 자신의 방식대로 시도해 보기로 합니다. 컷은 시도해 볼 수 있다고 주장합니다. 그들은 모두 동의합니다."
test_34,Mrs. Todd는 아내가 쇼핑 가자고 기다리고 있어 서둘러 방문해야 했습니다. #Person1#은 그녀를 위해 정원에서 보이길래 인사나 하려고 왔다고 말합니다. 그와의 대화도 감사하게 생각합니다. 그는 일부러 와줘서 고맙다고 답합니다. Mr사는 이에 대해 감사하다고 말합니다. Mills는 다른 사람들보다 자신이 더 잘 행동한다고 강조합니다. 그들은 또한 이웃에 대한 사랑을 표현합니다. May는 감사의 뜻을 전하기 위해 방문을 멈출 수 없었습니다. 이는 이사 덕분이었습니다.
test_35,"빌은 바쁘고, #Person1#은 그에게 퇴근 시간에 집에 가서 쉬라고 조언한다. 빌은 형의 출장으로 인해 바쁘다고 말한다. 그는 시간을 확인하기 위해 친구를 5시 정각에 만나기로 한다. 빌은 그의 시계가 정확하다고 생각한다. 데이비드는 초대를 수락한다. 그들은 시간을 확인할 예정이다. 빌은 데이비드와 그의 친구 사이의 시간을 확인할 계획이다. 데이비드가 4시 30분에 만나기로 한 것을 동의한다. 그들은 또한 시간 확인을 하기로 한다.다.다.다. 빌은 자신의 시계를 맞출 예정이다."
test_36,"Simon은 핵무기 확산을 막는 데 도움을 주는 시위에 참여하려고 하지만 Cleo는 시위의 의미를 이해하지 못하고, Simong은 책임 있는 시민으로서 자신의 신념을 지키는 것이 중요하다고 생각합니다. 그들은 내일 물리 수업에 함께 가기로 했습니다. Simang은 정치학 수업 학생들에게 물어보자고 제안했지만, 학생들 중 한 명은 참석하기로 했습니다. 그 후 그들은 정치학 수업을 듣기로 합니다. 내일 물리 수업을 함께 하기로 했습니다. 그들은 여동생을 만나러 갈 예정입니다. 점심 식사 자리도 함께 합니다."
test_37,#Person2#는 누군가가 문을 두드릴 때 '전기'나 '가스'라고 하면 괜찮다고 생각하게 된다고 말합니다. 하지만 #Ferson1#은 그런 사람들을 들여보내지 말아야 한다고 주장합니다. 이는 사람들이 전기와 '가스'를 사용할 때 주의해야 할 점에 대한 의견 차이가 있습니다. 결국 둘은 동의합니다. 그들은 전기와 가스 사용의 위험성에 대해 논의합니다. 그러나 신분증을 제시하면 상황이 나아질 것이라고 예상합니다. 이는 오해의 소지가 됩니다. 이에 대해 토론자들은 이에 동의합니다. 대화는 자연스럽게 나눕니다.
test_38,"Maggie는 수업에 빠진 것 같아 노트를 가져오지 못합니다. Mark는 그의 노트가 좋아하지 않아 함께 공부하자고 제안합니다. 그들은 오늘 도서관에서 스터디를 하기로 하고, 수업 중에 졸음이 오면 서로 툭툭 쳐주기로 합니다. 이후, 그들은 다른 장소에서 만나기로 합니다. 그 후, 둘은 다른 장소로 가기로 합니다. 그리고는 다시 도서관에서 함께 공부하기로 합니다. 그러고 나서, 그들은 카페테리아에 가지 않아도 됩니다. 대화는 거기서 시작합니다. 결국, 그들은 도서관에서 시작하기로 합니다."
test_39,"#Person2#는 지질학 고급 과목이 너무 어렵다고 생각하여 Turner 교수님께 도움을 요청하고, 교수님은 Burman 교수님의 수업을 참고한 후 등록을 허락하기로 합니다. 또한 준비된 학생이라면 등록을 허용할 것이라고 설명합니다. 그러나 교수님은 까다로운 조건을 제시하지 않습니다. 결국 교수님은 준비된 학생을 선택하기로 합니다. 교수님은 그 학생을 허락합니다. 결과는 나중에 알려주겠다고 합니다. 교수님에게 문의한 후 결정됩니다. 교수님은 곧 통보할 것입니다. 그래서 기다린 후 따르기로 합니다."
test_40,#Person1#은 친구에게 줄 펜던트를 깨뜨려 새 것으로 교환하고자 합니다. 영수증을 가지고 10시까지 가게로 와 주십시오. 그들은 교환하기로 약속했습니다. 영수증 소지 후 10시까지 교환받기로 했습니다. #Andy는 이를 수락했습니다. 그는 다시 가게로 오기를 원했습니다. 그는 영수증이 필요한 경우에만 교환해 주겠다고 했습니다. 또한 #Mr. Miller는 Ben으로부터도 교환했습니다. Ben은 감사의 뜻을 전했습니다.
test_41,"#Person2#는 이모가 준 스웨터를 마음에 들어하지만, #Ferson1#은 새 옷차림으로 오늘 오후 세일에 참석할 예정입니다. #Frank는 #Freedom에게 게임을 빨리 끝내라고 요청합니다. 그들은 서로에게 바보 같은 게임을 즐기고 싶다고 말합니다. #Fordom은 그럴지도 모른다고 생각합니다. 그러나 실제로는 그렇지 않을 수도 있다고 합니다. #Fury는 바보 같은 게임을 즐겨야 한다고 주장합니다. 결국 그들은 게임을 그만두기로 합니다. 그들은 함께 게임을 계속하기로 합니다."
test_42,"#Person2#는 미디어 업계에서 일하는 것이 흥미로울 것 같아 TV 뉴스 디렉터가 되기로 결정하고, #Ferson1#은 컴퓨터와 일하는 것을 더 흥미롭게 여기며 인터랙티브 미디어에 관심을 가지게 되었습니다. 그들은 결국 인터렉티브 미디어로 합의하였습니다. 그들은 컴퓨터와 관련된 일을 더 선호합니다. 그들은 후에 잡지에 글을 쓰기로 했습니다. 그들은 서로 다른 일을 하기로 했습니다. 결론적으로 그들은 동의했습니다. 최종적으로 그들은 결심했습니다. 결과는 좋았았습니다. 그들은 함께 내일의 삶에 대해 기대했습니다."
test_43,"#Person1#은 지루한 연설을 피하고 싶어 하고, #Perceptorialized, 데일리 뉴스, 음악회, 게임 섹션에 소홀히 하고 있습니다. 다른 사람은 조용히 해달라고 요청합니다. #Pesson2#는 그 말을 잘 들어줄 수 있는지도 모른다고 느낍니다. #Pirusion은 규칙에 따라 운영됩니다. 그들은 각자 원하는 섹션을 발견할 수 있을 것입니다. 그들은 이제 조용하게 지낼 수 있게 됩니다. 그들은 다양한 섹션의 정보를 나눌 예정입니다."
test_44,"사라는 회사 근처의 저렴한 집을 찾는 것이 좋은 방법이라고 생각합니다. 그녀의 시누이와 남편의 경우도 같은 방법입니다. 사라는 집이 아주 오래되었고 매우 오래된 집이었으며, 이웃이 잘 관리해 주었기 때문에 괜찮다고 말합니다. 집은 매우 오래되었으며, 마을의 위치는 괜찮다고 합니다. 사라는 이웃과 잘 협력하는 것에 만족합니다. 사라는 저녁에 기분이 좋아집니다. 그녀는 이웃의 위치를 알려줍니다. 그녀는 집이 마음에 듭니다. 그녀는 집에 대한 인상을 공유합니다. 그녀는 잠시 잊고 이웃과 함께 저녁을 즐깁니다."
test_45,Mark Leach는 런던의 관광청에서 정보 담당관으로 일하며 주로 해외 방문객들에게 관광 정보를 제공합니다. 그녀는 정보팀을 총괄하며 13개의 언어로 서비스를 제공합니다. 그는 여행에 대한 다양한 제안을 할 수 있습니다. #Person1#은 Marak에게 기회가 있을 때마다 영국의 다른 지역을 방문하고 경험할 것을 제안해야 한다고 조언합니다. 그는 또한 여러 차례 돌아와서 영국의 다른 지역들을 경험하라고 상기시킵니다. 이는 좋은 제안이 많이 나와야 한다는 것을 의미합니다. 하지만 여러 차례 돌아올 필요는 없습니다.
test_46,"Lin Fang과 Lucy는 영어, 중국어, 과학 중 어느 것을 좋아하는지에 대해 대화한다. Lin은 영어를 가장 좋아하는 과목로 꼽으며, Nancy와 차이점이 많다고 느낀다. 두 사람 모두 과학을 좋아하지 않으며 차이점이 없다. Lin의 수업은 영어와 체육이다. #Person1#은 중국어를 좋아하고 Nancey와 매우 다르다. 그들은 서로 다른 취향이라고 느낀다. 그들은 또한 어떤 과목인지에 대해 이야기한다. 결국 그들은 서로 어떻게 좋아하는지 묻는다."
test_47,"James는 Mrs. Thomas에게 집 내부를 청소하고 쓰레기를 버렸으며, 개 Oscar를 산책시켜 주기로 했습니다. Mr. THomas는 다음 주말에 여동생 Allison이 올 것이라고 말했습니다. Jam스는 그 말에 동의합니다. 그들은 서로의 주말 근황을 공유합니다. Jam스가 자전거를 사더라도 상관없다고 했습니다. 그들은 다음 주말에는 할아버지를 뵈러 가야 해서 주말에 집에 없습니다. 대신 그의 여동생이 올 것입니다."
test_48,#Person1#은 봄이 왔다고 생각하지만 밤에는 너무 추운 날씨가 계속되고 있습니다. 이에 따라 그들은 에어컨으로 온풍을 틀 계획입니다. 밖에 있으면 바람이 조금만 불어도 금방 춥게 느껴지기 때문입니다. #Peron2#도 이에 동의합니다. 그들은 창문을 통해 들어오는 햇볕에 앉아 있기로 합니다. 그들은 또한 아파트의 겨울 추위에 대해 이야기합니다. 하지만 실제 기온은 여전히 낮에 더딘 상황입니다. 이에 따라 두 사람은 아파트가 얼어붙을 것이라고 예상합니다. 이에 따라 세 명이 함께 걱정합니다.
test_49,"컷은 Mike에게 자신의 캐릭터가 더 화난 느낌을 주길 원하고, Jason과 Laura는 3년 동안 함께했기 때문에 자신의 대사가 맞지 않을 경우 다른 방법을 시도해 볼 수 있다고 말합니다. MiKe는 컷의 방식을 따라 해보라고 조언합니다. 컷은 자신의 방식대로 해보고 대사를 할 때 어떤 느낌이 드는지 확인하라고 제안합니다. 그들은 또한 다른 방법도 시도해 보기로 합니다. 합니다. 마침내 컷은 동의합니다. 그들은 처음부터 다시 시작하기로 합니다. 컷은 모든 것을 다시 시작할 것입니다."
