fname,summary
test_10,#Person1#은 중국 북부에 강풍과 황사가 있으며 황사가 호흡기 감염에 미치는 영향에 대해 이야기합니다. 황사가 모두에게 골칫거리라는 점도 언급됩니다. #Ferson2#는 그것이 모두에게 도움이 될 것이라고 생각합니다. 결국 황사는 모두에게 큰 위협이 될 것이라고 말합니다. 황사의 심각성에 대해 토론합니다. 그들은 결국 동의합니다. 그들은 황사의 위험성을 인정합니다. 그들은 또한 황사의 폐해에 대해 이야기를 나눕니다. 그 결과 그들은 해결됩니다. 결국 그들은 황사에 대해 논의하게 됩니다. 그것입니다. 그것입니다. 그렇게 하기로 합니다. 황사는 정말 좋습니다. 그들은 황사와의 전쟁입니다. 그들은 황사가 모든 사람에게 골칫거리를 던집니다. 결국 황사의 중요성에 대해 동의합니다.
test_11,"#Person1#은 Francis에게 생일 파티에 초대해 준 것에 대해 감사하며, 원격 조종 자동차 모델을 선물로 줍니다. 그들은 서로에게 항상 좋은 선물은 스스로 가지려는 성향이 있어 특별한 차를 주는 것이 더 값진다고 생각합니다. Frencis도 그 생각에 동의합니다. 그들은 서로의 선물을 칭찬하는 대화도 나눕니다. 그들은 각자 원하는 것을 스스로 가꾸는 것에 대해 이야기합니다. 결국 둘은 서로에게 사랑을 표현합니다. 그는 자신의 생일 파티를 함께 축하의 마음을 표현합니다. 그들은 이제 무엇을 줄지에 대해 이야기하며 무엇을 받을지 결정하지 못합니다. 그들은 작별을 고릅니다. Frincis는 Fruncis가 되고 말입니다."
test_12,Steven은 부정행위로 인해 불합격되었다. Tony는 자신이 실수에서 배우기만 하면 된다고 생각한다. #Person1#은 그를 위로하며 격려한다. 그는 모든 잘못이 자신의 탓이라고 생각한다. 하지만 Stony의 아빠는 그를 위로해준다. Stany는 실수를 통해 배우기만 해도 된다고 조언한다. Steveen은 여전히 후회된다고 말한다. 그들은 서로에게 배우는 것에 대한 긍정적인 태도를 공유한다. 대화는 끝난 것이 아니라고 여긴다. 그들은 함께 공부하기로 한다. 그들은 다시 일어서기로 한다. Steiven은 Steffen은 계속 대화를 나눈다. 그들은 서로의 잘못을 인정한다. 그들은 앞으로 나아갈 미래 계획에 대해 이야기한다. 그들은 함께 배우기로 한다. 그들은 긍정적으로 생각한다.
test_13,#Person1#은 8시 50분에 기차를 타야 해서 시간이 많이 걸린다. 톰은 아직 시간이 많다고 한다. #Fred는 아직 시간이 충분하다고 한다. 톰은 8시 30분 기차를 탄다고 답한다. 그들은 시간이 더 필요하다는 데 동의한다. 그들은 이제 나가기로 결정한다. 톰은 시간이 많다는 것을 깨닫는다. 그들은 이제 시간이 부족하다는 것을 인정한다. 그들은 결국 해결 방안을 논의한다. 톰의 제안에는 동의한다. 그는 기차역으로 가는 것이 좋다는 합의에 도달한다. 그들은 합의된다. 그들은 내일 아침 9시 30분으로 약속을 잡는다. 그들은 합의한다. 그들은 내일 오후 5시 30분에 톰의 답변에 도달하게 된다. 그들은 내일 오전 10시에 톰의 서두르기로 한다. 그들은 시간 여유가 있다.
test_14,"#Person1#은 자신의 삶을 어떻게 조정해야 할지 고민하고 있으며, #Ferson2#는 조언을 해주었으면 합니다. 그들은 오늘 밤 충분한 수면을 취하고, 내일 아침 운동을 하기로 했습니다. 또한 #Frank가 미래에 대해 걱정하고 있음을 이야기합니다. #Frex는 #Pson1--이 이 조언을 받아들였으면 좋겠다고 생각합니다. 대화는 짧았습니다. 대화는 끝날 무렵에 끝났습니다. 대화자는 각자의 미래 계획에 대해 이야기하며 대화를 이어갔습니다. 대화자들은 내일의 삶에 대해 긍정적으로 생각하기로 했습니다. 결론적으로 둘은 동의했습니다. 대화는 시간적 여유가 있었습니다. 그들은 서로의 의견을 나누었습니다. 결과는 긍정적이었습니다. 결과적으로는 내일의 삶도 긍정적으로 평가했습니다."
test_15,"#Person1#은 Ruojia의 파티에 가자고 제안하고, #person2#는 그녀의 트위터에서 그 소식을 확인했다고 말합니다. 그들은 파티 준비물과 결혼 축하 카드를 구매할 예정입니다. 그들은 파티를 위해 무엇을 할 것인지에 대해서도 이야기합니다. 그들은 다기 세트도 구매할 계획입니다. 그들은 서로 원하는 것을 발견합니다. 그들은 오늘 밤 파티에서 무엇을 할 것인지 공유합니다. 그들은 결혼 축하 카드도 살 예정입니다. 또한 다기 세트를 살 계획입니다. 이에 대해 대화합니다. 이에 대해 자세한 정보를 교환합니다. 그들은 서로에게 이야기합니다. 대화는 진행됩니다. 그들은 서로의 계획에 대해 알아갑니다. 결론적으로 말하면 오늘 밤의 일정에 대해 논의합니다. 그들은 내일 결혼 축하 메시지를 교환합니다."
test_16,"#Person1#은 스트립을 잡아당기고, 뒷면을 떼어내며, 할머니들을 보며 사진을 찍고 싶어 하지만, #Ferson2#는 이를 잔인하다고 생각하며 거절합니다. 두 명의 못생긴 할머니들을 보고 그들은 사진을 넘겨주기로 합니다. Freud는 이에 동의합니다. 그들은 사진을 찍으며 대화를 나눕니다. Dina는 이에 대해 즐거워합니다. 그들은 할머니들의 표정이 밝아졌습니다. 그들은 서로에게 감사를 표합니다. Freuedin은 할아버지들임을 깨닫습니다. 그들은 함께 사진을 찍습니다. 그들은 대화에서 웃음을 터뜨립니다. 그들은 서로에 대한 감정과 생각에 대해 이야기합니다. Fallsin은 이에 대해 불만을 표합니다. 그들은 또한 할머니들이 주인공이라고 생각합니다."
test_17,"마이크의 여동생은 #Person1#의 여동생과 외모가 비슷하다고 생각하지만, 가족 구성원들이 친절하고 성격이 좋다고는 보지 않는다. 마이크는 자신이 똑똑하지 않다고 자만한다. 대화는 자연스럽게 이루어지지만, 마이크는 자만하다는 인상을 받는다. 대화는 둘 다 긍정적으로 반응한다. 대화자는 서로의 가족에 대해 이야기한다. 대화자가 더 똑똑하다고 느낍니다. 마이크는 이에 동의하지 않는다. 대화자는 각자의 가족을 소중히 느낀다고 한다. 대화자는 더 많은 것을 느낀다고 말한다. 대화자를 만난다는 것은 의미 있다. 대화자는 그만큼 자란다는 의미이다. 대화자는 의미를 지닌다. 대화자의 이름은 간단하다. 대화자는 결국 대화자는 커진다. 대화자로 돌아온다. 대화어는 인상 깊어가는 대화자는 웃는다."
test_18,"#Person1#은 머리가 아파서 결석하려고 했습니다. #Ferson2#는 다음에는 부모님에게 연락해 결석 여부를 확인하라고 조언했습니다. 또한 #Peron2M는 부모님이 학교에 연락할 수 있도록 하라고 했습니다. 그러던 중, 갑자기 어지러움을 느껴 부모님이 연락하실 수 있었습니다. #Andy Mr. Silkeviet 샬롯이 지시한 내용이었습니다. 그는 다음에는 부모님의 결석 통보에 따라 학교에 연락하라고 했습니다."
test_19,"#Person2#는 새 휴대폰을 구매하고 싶어합니다. #Ferson1#은 카메라와 MP3 플레이어가 있는 모델을 찾으시고, 그들은 영상 통화도 가능하기를 희망합니다. #Smith는 새 휴대전화의 기능에 대해 긍정적으로 평가합니다. 대화는 가능할 수도 있다고 말합니다. 대화의 배경은 밝힙니다. 대화는 메시지 전달에 사용됩니다. 대화의 소재는 적합하지 않습니다. 대화는 소통의 방법에 따라 달라질 것입니다. 대화는 자연스럽게 이루어집니다. 대화 내용은 오가기 마련입니다. 대화는 짧게 끝나겠습니다. 대화는 계속 이어집니다. 그래서 대화는 간단히 대화는 오가기였습니다. 결론은 그것으로 마무리했습니다. 대화는 이제 대화는 끝났습니다. 대화 내용이었습니다."
test_20,주디 새 직장에 지원한 이유는 정부에서 제공하는 좋은 건강보험 혜택 때문입니다. 주디도 이 혜택을 긍정적으로 생각합니다. 주디는 이제 우체국에서 일하고 있습니다. 주디의 새로운 직업에 대해 이야기하며 그들은 좋은 직장 혜택을 긍정적으로 평가합니다. 주디 또한 그 혜택을 긍정적으로 여깁니다. 주디는 자신의 삶에 만족하게 됩니다. 주디 역시 이 점을 긍정적으로 받아들입니다. 대화는 마무리됩니다. 주디가 우체국의 새 직장을 갖게 된 이유를 설명합니다. 그녀는 가족의 건강과 가족들도 함께 사용할 수 있어서 좋다는 것에 만족합니다. 그녀는 결국 그들은 만족합니다. 그들은 결과물을 받아들입니다. 그녀는 행복합니다. 그녀는 성과에 만족합니다. 그는 행복은 결국 승리의 여부로 승리의 기쁨을 느낍니다. 그녀는 행복은 승리로 장식합니다. 그녀는 승리의 순간입니다.
test_21,"#Person2#는 컴퓨터 프로그램을 작성할 수 있고, 비서 업무를 잘할 수 있으며, 사무 기술에 대한 특별한 훈련을 받은 경험을 가지고 있습니다. 또한, 타자, 속기, 팩스 기계 운용 등 특별한 훈련을 통해 IBM-PC를 능숙하게 다룰 수 있다고 설명합니다. 그는 또한 특별한 훈련을 받았다고 밝혔습니다. #Peron1#에게 그의 경력에 대해 설명합니다. #person1당은 그가 이 직책에 적합하신 경력을 소개합니다. 이는 그가 특별한 훈련을 받았기 때문이라고 설명합니다. 이에 따라 제공됩니다. 그 역시도 해당 직무에 적합한 경력을 보유하고 있다는 증거입니다. #Pready1#은 이에 대해 답변합니다. #Pserson 2#는 이에 대해 상세히 답변하며 답변을 제공합니다."
test_22,#Person1#이 미디엄 레어 스테이크를 주문했는데 잘 익지 않아서 질긴 것 같다고 설명합니다. 종업원은 몇 분 후에 바꿔 줄 수 있다고 합니다. #Andy Mrs. Miller는 감사의 뜻을 전합니다. #Free Steve는 다시 주문할 수 있도록 도와줍니다. 그녀는 몇 분 뒤에 다시 오겠다고 합니다. Andie는 감사해합니다. 그녀는 다시 주문하기로 합니다. 그녀는 만족스러운 주문을 받았습니다. 그녀는 다시 음식을 가져다 드리겠다고 약속합니다. 그는 기다려야 할 것 같다는 답변도 잊지 않습니다. 그녀는 기다려야 합니다. 그녀는 다시 돌아오기를 원합니다. 그러나 그녀는 기다리라고 합니다. 그녀는 기다리기만 하면 됩니다. 그녀는 다시 약속을 잡습니다.
test_23,#Person1#은 Tom의 소설이 노벨상을 받았다는 소식을 듣고 기뻐합니다. Tom은 그를 축하하기 위해 파티를 열 것이라고 말합니다. 그들은 서로에게 칭찬의 말을 전합니다. 그들은 또한 그의 문학에 대한 감상을 나눕니다. Tom을 칭찬합니다. 그들은 함께 축하 파티를 열어 갈 예정입니다. 그들은 서로에 대한 존경심을 표현합니다. 마침내 그들은 노벨상에 대해 논의하게 됩니다. 그들은 수락합니다. 파티가 열립니다. 그들은 행복해집니다. 그들은 서로를 칭찬합니다. 대화는 마무리됩니다. 그들은 내일은 노벨상에 대한 기대감으로 가득 차 있습니다. 그들은 다음 주에 다시 만나기로 합니다. 그들은 노벨상 수령을 축하하기로 합니다. 그들은 모두 만족스러운 결과를 기대하고 있습니다. 그들은 내일도 그들은 함께 노벨상을 받습니다.
test_24,"#Person2#는 학생 엔지니어로서 다양한 재료의 기계적 강도와 부식 저항성 연구를 수행했으며, 이전 직장에서 기계적 강도 및 부식 저감성 연구로 많은 일을 했습니다. 또한 금속 소재 및 재료의 부식 방지에 대한 연구를 했습니다.입니다. #person1#는 직장에서의 역할과 직장에서 했던 일들을 설명합니다. #Peron228는 학생 엔진 엔지니어로서의 기능을 수행했습니다. 또한, 이전 직장의 직무에 대해서도 이야기합니다. #Frankmancy는 자동차 디자인이며 과학 석사 학위를 소지했습니다. 이에 대해 설명했습니다. 한편, Frekby는 금속 소재와 금속 소재를 연구했습니다. 이에 대한 자세한 설명을 듣습니다."
test_25,"#Person2#는 일주일에 두세 번 술을 마신다고 말하며, 주로 맥주를 많이 마실 수 있다고 합니다. #Ferson1#은 램 바 & 그릴에서 피처 프로모션을 하기로 했습니다. #Asa는 세 잔 이상 마시면 두통이 올 수 있어 적응해야 한다고 합니다. 그들은 내일 밤에 나가기로 했습니다. 그들은 함께 내일 밤에 나갈 예정이었습니다. 그들은 서로의 조건에 대해 이야기했습니다. 결국 그들은 내일 밤 자러 가기로 했했습니다. 그들은 내일 밤을 함께 보기로 했기 때문이었습니다. 결과는 만족했습니다. 결론적으로 내일 밤 나가기로 결정했습니다. 그들은 함께 나가기로 하였습니다. 그들은 그날 밤의 피처 서비스에 대해 논의하기로 했습니다. 칵테일을 먹기로 했었습니다."
test_26,메이 엄마는 다니엘의 소풍을 준비하는 것을 도와달라고 요청한다. 엄마는 일기예보를 확인했고 메이에게 필요한 것들을 모두 준비하라고 한다. 메이가 거실로 옮기는 것을 도와주겠다고 한다. 그러나 엄마는 혼자 할 수 있다고 대답한다. 메이도 혼자 할 수는 없다고 한다. 엄마는 더 번거롭다고 느낀다. 엄마는 그녀를 설득한다. 엄마는 그의 부탁을 따르기로 한다. 엄마는 이를 받아들인다. 엄마는 아들을 거실로 옮긴 것을 맡는다. 엄마는 혼자 감당하기 어렵다고 생각한다. 엄마는 부담을 덜기 위해 스스로 해결하라고 권한다. 엄마는 이에 동의한다. 엄마는 마침내 합의한다. 엄마는 이를 인정한다.다.다. 엄마는 결과에 만족한다. 엄마는 대답한다. 엄마는 아이를 거실로 옮기기를 거부한다. 엄마는 진실을 인정한다. 이제 다니엘에게 다니엘은 혼자 해야 한다.
test_27,James는 새 계정으로 Muriel Douglas를 초대하여 함께 즐거운 시간을 보냈습니다. Mriel은 가족들과 Tahoe에 스키를 타러 갔지만 날씨가 좋지 않아 자주 가지 못합니다. Susan Kim은 그녀를 소개해 줄 것입니다. 그들은 조만간 다시 방문할 계획입니다. Mr.el은 이에 대해 감사의 뜻을 전합니다. 이후 두 사람은 동료와 함께 소개를 받습니다. 그들은 서로 소개하는 대화도 나눕니다. 그들은 곧 다시 만나기로 합니다. 그들은 서로의 동료들을 소개할 예정입니다. 그들은 술을 마실 계획입니다. 그들은 내일 다시 만나자는 약속을 잡습니다. 그들은 서로의 근황을 이야기하며 조만간 다시 만나기를 희망합니다. 그들은 조만간 함께 스키를 타고 싶어합니다.
test_28,"#Person1#은 바보 같은 여자애 때문에 돈이 필요한데 유니버설 은행에 가서 카드를 슬롯에 넣으라고 요청합니다. #ATM에서 돈을 인출하려 하자, 직원이 몇 가지 옵션을 선택해 돈을 돌려주겠다고 합니다. 그러나 그 후 경찰이 도착할 때까지 문이 잠긴 상태로 유지된다는 사실을 알게 됩니다. 그 후, 두 사람은 은행을 이용하고 있다는 사실을 알게 되고 돈을 돌려받기로 합니다. 이후 둘은 다른 은행에 가기로 합니다. 대화는 자연스럽게 진행됩니다. 이후 두 사람은 다른 은행에서 돈을 보내기로 결정합니다. 그 후, 그들은 은행의 보안 상황에 대해 논의하게 됩니다. 이 은행은 보안 상태가 완벽하다는 것을 알게 된 후 두 사람은 각자의 은행에서 카드를 제거해 주기로 합니다."
test_29,#Person2#는 사교적이고 직장 동료들과 대화할 때 진심을 전하는 것이 중요하다고 말합니다. 대화에서 가장 중요한 것은 진심입니다. 대화에서 중요한 것은 '진심을 전하는 것'입니다. #Febecca가 직장 동료들과의 대화에서 사용하는 전략에 대해 설명합니다. Fekeca는 그 전략을 긍정적으로 평가합니다. 대화의 방식에 대해서도 이야기합니다. 대화는 진심에서 시작된다고 합니다. 대화의 중요성에는 동의합니다. 대화에서의 진심전환을 중요시합니다. 또한 대화의 규칙에는 정직함도 중요하다고 언급합니다. 대화에서는 진심을 전한다고 강조합니다. 대화 마지막에는 진심을 표현한다고 합니다. 대화에서 승리하는 방법에는 승낙을 중요하게 여깁니다. 대화의 중요성을 강조합니다.
test_30,"Mr. Polly는 #Person1#에게 가게에서 한 병의 음료수를 사달라고 요청했으나, 거절당했습니다. 그는 대신 그 음료수를 구매하기로 결정했습니다. Martin은 이를 시도해 보자고 제안했습니다. 그는 지갑에 4달러밖에 남아 있지 않았습니다. Miss Milley는 용기를 내어 시도해보겠다고 했습니다. 그는 성공했습니다. 그는 실패를 인정했습니다. 그는 상사에게 도움을 요청했고, 상사는 직접 가게를 방문할 예정이었습니다. 그는 이를 수락했습니다. 그는 다시 시도해보기로 결정했습니다. 그는 성공했다고 여겼습니다. 그는 만족했습니다. 그녀는 만족했습니다. 그는 또한 그녀에게 음료수 구매를 권했지만, 상사는 그를 격려했습니다. 그는 구매를 결정했습니다."
test_31,"모니카는 재무 보고서를 작업하기 위해 프랜시스를 만나러 금요일 오후에 만나기로 했습니다. 프란시스는 그 시간을 #Person1#에게 사용할 수 있도록 허락했습니다. 그들은 보고서를 검토할 시간을 찾기 위해 다른 시간으로 변경했습니다. 그들은 금요일 오후로 날짜를 잡았습니다. 그들은 보고서를 다시 작성하기로 했습니다. 그들은 내일 만나기로 결정했습니다. 회의는 금요일 오후 5시에 열렸습니다. 그들은 다음 회의에 참석할 예정입니다. 그들은 내일은 토요일로 정해졌습니다. 모니카를 만나러 가는 것은 불가능하다는 의견을 나눈 후, 그들은 내일 다시 만나기로 합의했습니다. 모니는 보고서를 내일 오후에 제출하기로 결정했습니다. 그들은 내일도 함께 보고서를 쓸 계획이었습니다. 회의는 내일은 금요일 오후 4시로 정했습니다."
test_32,"인터뷰 수업을 위한 워크숍이 진행 중입니다. #Person1#과 #Peron2#는 인터뷰에 도움이 될 요소들을 논의하며 정직하게 답변할 것을 조언합니다. 또한 면접관들이 당신이 적합한 사람인지 알고 싶어하므로, 인터뷰에서 더 해야 할 일들에 대해서도 이야기합니다. 이에 #Formany는 정직한 답변이 필요하다고 강조합니다. 면접관들은 당신을 알고 싶어합니다. 따라서 그들은 인터뷰에 대해 더 많은 정보를 제공하기로 합니다. 이에 동의합니다. 그들은 또한 정직하고 성실하게 대답할 것을 제안합니다. 이에 대해 논의합니다. 이에 대한 조언도 제공됩니다. 이에 대해 그들은 동의합니다. 이에 따라 그들은 인터뷰를 준비하기로 합니다. 대화에서는 면접관들의 반응에 대해 관심이 높아집니다. 결국 면접관들도 관심을 보입니다."
test_33,"#Person1#은 컷에게 더 많은 분노를 보고 싶다고 말하며, Jason과 Laura는 3년 동안 함께 있었기에 가능한 일이라고 생각합니다. 하지만 컷은 그녀의 감정이 자신의 방식대로 이루어질 것이라고 확신합니다. Mike는 컷의 방식대로 한 번 해보고 대사를 할 때 느끼도록 시도해 볼 것입니다. 그들은 다시 한번 논의하기로 합니다. 결과는 같습니다. 그들은 서로의 방식에 따라 다를 것입니다. 그러나 마지막에는 컷의 방식이 옳다는 것을 알게 됩니다. 이에 따라 그들은 다시 이야기를 나눕니다. 그렇게 하기로 합니다. 그 후, 그들은 각자의 방식대로 다시 시도해보기로 합니다. 이를 실행하기로 합니다. 이후 그들은 다시 대화를 시작합니다. 전자는 컷의 방식을 따르기로 결정합니다."
test_34,"Mrs. Todd는 #Person1#의 집을 방문하기 위해 쇼핑을 간다. 그는 고마움을 표현한다. Mrish는 이사 후 처음 방문한 자리라 어색했지만, 다행히 자리를 피해준다. 그는 감사의 뜻을 전한다. 그는 감사해하지 않는다. 그는 기분이 나빴던 것은 아니었다. 그는 다시 방문할 계획도 세운다. 그는 만족스러운 방문이었다고 생각한다. 하지만 그는 기분이 좋아지지 않는다. 그녀는 기분이 좋아진다. 그는 여전히 만족스럽다. 그는 계속 방문할 예정이다. 그는 떠나고 싶지 않다고 느낀다고 말한다. 그는 덧붙인다. 그는 자신의 가게에서 필요한 물건을 사러 가는 것이었다. 그는 고마워하는 그의 마음을 표현한다. 그는 고맙다고 한다. 그는 또한 함께 쇼핑을 하기로 결정한다."
test_35,"빌은 이번 주에 밤 열 시까지 일했기 때문에 피곤해 보인다. 그의 형은 출장으로 인해 바쁘고, 빌의 시계는 4시 30분을 가리킨다. 빌은 그의 시간을 확인하기 위해 친구를 5시 정각에 만나기로 계획한다. 그의 시계는 정확하다. 빌은 그 시간을 맞출 것이다. 그의 형의 시계가 맞으면 빌은 기분이 좋아진다. 빌도 이에 동의한다. 그는 친구와의 시간을 확인하려고 한다. 그의 시계를 보면 4시 30분이 맞을 것이라고 생각한다. #Person1#은 빌은 맞힌다. 그들은 친구의 시계를 맞추는 데 시간이 맞을 거라고 생각한다. 그녀는 친구는 빌은 그를 기다리고 있다. 빌은 이를 빌은 기쁘게 생각한다. 그녀의 시계가 정확하다고 생각한다."
